Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
4/16/20,2.7125225746122164,0.683484953078758,0.0,1.8684611587454216,1.2260570931710608,2.419504465744689,6.1471822983376905,27.17873764440282,5.340102940753612,11.477168228364475,3.1101973173430704,5.5286485242228744,3.0445292853271955,0.6356506802874836,2.294264618242761,8.451823932803343,7.070477059644079,1.9017010716085538,2.746013646314815,2.8874091725155355,24.84515338816906,2.0086117368391294,5.276494951767212,15.872318082415054,19.91617582989323,1.5426538469176712,4.334460405040205,2.5504156045594186,0.6549536012155939,0.7754310362653587,4.253031339971092,0.2206351202571723,39.57357363443025,1.7168782003682703,70.80139655955746,1.4301944950097654,1.1810062698310637,3.626867836936022,3.344996620783465,3.310613092691354,1.5174013932115729,6.569291693657915,1.9090423152865201,0.28318958315437326,2.155878147436428,0.7912653350047871,1.9768130084253235,1.4277890021689632,0.40549501896157086,5.2885547661897885,0.9322444717902822,1.5347631467986893,7.603521152562486,0.33479396500398684,3.3834647159589957,0.1727834901919452
4/17/20,3.0184461732526917,0.683484953078758,0.0,1.9371545836992976,1.2260570931710608,2.624504321105902,6.442385968031874,29.001872780508272,6.264351526653276,12.185635402954876,3.3755884057989913,6.056083477129997,3.0445292853271955,0.6356506802874836,2.294264618242761,8.925315469655072,7.753758456164304,2.028481143049124,2.8146639874726858,3.0440902904039753,26.071277841091693,2.1573977914198057,5.524605999655953,17.83096793719205,22.239229018699277,1.9682135288259943,4.704065555857587,2.776783853484811,0.7485184013892502,0.7754310362653587,4.577690220884916,0.2206351202571723,43.19880569994562,2.098406689338997,72.714375891551,1.6876295041115232,1.1810062698310637,3.626867836936022,3.575981042167489,3.310613092691354,1.659657773825158,7.19419458960635,1.9772223979753243,0.28318958315437326,2.25298977569933,0.7912653350047871,2.0500283050336687,1.5553933332806822,0.7174142643166255,5.609073236867958,1.8644889435805645,1.9213828708014125,7.918693013808599,0.39059295917131803,3.538039246129711,0.1727834901919452
4/18/20,3.1204207061328506,0.683484953078758,0.0,2.472963298339529,1.2591937713648733,2.8851831495281854,6.737589637726057,30.376236190803155,6.880517250586385,12.894102577545274,3.482676037982959,6.272708547073994,3.0445292853271955,0.6356506802874836,2.4061799654741156,9.911756171429506,8.095399154424419,2.34543132165055,2.9176394992094914,3.088856324086387,27.232869428071023,2.38057687329082,6.963650077410646,20.094296658267687,23.060308163018657,2.145530062954462,5.1072711749310935,2.972969669220151,0.9356480017365627,0.7754310362653587,4.90234910179874,0.2206351202571723,45.79951565998926,2.527626239431065,74.91514857437544,1.7829758037788408,1.1810062698310637,3.626867836936022,3.858295334970186,3.310613092691354,1.7070765673630195,8.139360219728356,2.0454024806641287,0.28318958315437326,2.311256752657071,0.7912653350047871,2.064671364355338,1.6416124759237354,0.7797981133876365,5.929591707546127,2.7967334153708467,1.9213828708014125,8.050014622661147,0.39059295917131803,3.641088932910188,0.1727834901919452
4/19/20,3.2020003324369775,0.683484953078758,0.0,2.5141793533118544,1.2923304495586858,2.9737633339435243,7.275902211874272,31.49816550532958,6.880517250586385,13.602569752135674,3.6037316221909226,6.404567285300774,3.0445292853271955,0.7062785336527595,2.4621376390897924,10.156393465469565,8.34791619226885,2.3771263395106925,3.192240863840973,3.133622357768798,27.856687132189556,2.5293629278714964,7.6252795384472885,24.461360408548245,23.881387307338034,2.3760415573214706,5.342474452723973,3.003152102410203,0.9356480017365627,0.9305172435184303,5.1296103184384165,0.2206351202571723,49.109510154590254,2.6230083616737465,76.94663105082876,1.9069259933463536,1.1810062698310637,3.626867836936022,4.029394906365759,3.5380597937159504,1.754495360900881,9.967201190377526,2.113582563352933,0.28318958315437326,2.3306790783096516,0.7912653350047871,2.152529720285352,1.6898951958038453,0.8421819624586473,5.929591707546127,2.7967334153708467,1.9213828708014125,8.352054323022005,0.39059295917131803,3.778488515284158,0.1727834901919452
4/20/20,3.3243697718931675,0.683484953078758,0.0,2.61035014824728,1.3586038059463106,3.095244729713132,7.275902211874272,37.220005009414386,7.393988687197309,14.877810666398394,3.8272188545748556,7.214556677265284,3.0445292853271955,0.7062785336527595,2.5180953127054693,10.621993476707097,8.570725343308053,2.5039064109512625,3.5011673990513894,3.446984593545678,28.54503770225138,2.6037559551618346,8.104960897698852,24.461360408548245,24.652400650174524,2.5356264380370916,5.678479135285229,3.0182433190052294,0.9356480017365627,0.9305172435184303,5.1620762065297985,0.2206351202571723,50.61814710110908,2.766081545037769,80.95457668666478,2.0785493327475257,1.1810062698310637,3.626867836936022,4.3544840920173495,3.61387536072415,1.7782047576698121,10.529613796731118,2.147672604697335,0.28318958315437326,2.388946055267393,0.7912653350047871,2.2111019575720285,1.7485242128011216,0.8733738869941527,6.089850942885211,2.7967334153708467,2.1556978550454873,8.443979449218787,0.39059295917131803,3.9502379932516196,0.1727834901919452
4/21/20,3.7322679034138013,0.683484953078758,0.0,2.857646478081233,1.391740484140123,3.2395038871895414,8.369892281917421,39.800442432825186,8.420931560419156,15.869664710824953,4.036738134934794,7.450018709813106,3.0445292853271955,0.7062785336527595,2.685968333552501,11.568976550410552,9.432254060659643,2.630686482391833,3.741443593103936,3.827495879846175,30.179870306148217,2.6781489824521727,8.799671831787325,28.335134565773853,25.723808801908348,2.8370645460554873,6.148885690870988,3.3804325172858567,1.1227776020838753,0.9305172435184303,5.291939758895329,0.2206351202571723,50.888350733321396,2.766081545037769,83.5574136096206,2.3359843418492834,1.7058979453115362,3.626867836936022,4.765123063366726,4.144584329781543,1.8493329479766045,12.60741592575966,2.181762646041737,0.28318958315437326,2.4083683809199736,0.904303240005471,2.284317254180374,1.8381921211498973,0.9981415851361747,6.41036941356338,2.7967334153708467,2.1556978550454873,8.719754827809137,0.39059295917131803,4.190687262406066,0.1727834901919452
4/22/20,3.9974016889022135,0.683484953078758,0.0,3.173636232869062,1.391740484140123,3.5912937624390304,8.769285482091902,43.19427860926764,9.13979157167445,17.995066234596152,4.157793719142757,7.902105812304926,3.0445292853271955,0.8475342403833115,2.8538413543995325,12.34234606060171,9.892726306140665,2.8525516074128308,3.8444191048407412,4.140858115623055,31.664126222844036,2.901328064323187,9.759034550290457,28.335134565773853,28.157006753976752,3.1739659608995763,6.484890373432244,3.591709549616223,1.3099072024311877,0.9305172435184303,5.58413275171777,0.2206351202571723,57.98119607889495,3.3860653396152003,85.50425098288837,2.526676941183919,1.8371208641816545,3.626867836936022,5.218536927564997,4.296215463797941,1.8493329479766045,13.068281811521633,2.147672604697335,0.28318958315437326,2.71912559136126,1.017341145006155,2.284317254180374,1.9175137323815061,0.9981415851361747,6.41036941356338,2.7967334153708467,4.088796475059103,9.00866236728474,0.39059295917131803,4.259387053593051,0.1727834901919452
4/23/20,4.119771128358404,0.683484953078758,0.0,3.4209325627030145,1.4911505187215603,3.8747503525681153,9.533342038947437,45.8027642655416,9.447874433641005,19.69538745361311,4.595456215894626,8.203497213966138,3.0445292853271955,0.8475342403833115,3.0217143752465634,13.320895236761945,10.486884042245208,3.0427217145736862,3.878744275419677,4.275156216670289,33.126871184225415,3.273293200774878,10.619152849638088,28.335134565773853,29.809178202912086,3.546330682569359,6.753694119481249,3.8029865819465893,1.3099072024311877,1.964425291872242,6.168518737362653,0.2206351202571723,61.08853784933671,3.719902767464586,87.78966876889834,2.679231020651627,1.9683437830517725,3.626867836936022,5.612065941774816,4.523662164822538,1.9678799318212588,13.466657407688759,2.352212852763748,0.0,2.9133488478870646,1.017341145006155,2.4893200846837407,2.083054486256169,1.091717358742691,6.8911471195806335,2.7967334153708467,4.369974456151993,9.336966389416109,1.7297688191872653,4.4311365315605125,0.1727834901919452
4/24/20,4.262535474390626,0.683484953078758,0.0,3.6544902075461922,1.5574238751091853,4.097466244812396,11.634497570300148,49.392938072026176,10.269428732218485,21.679095542466232,4.870159272366544,8.37302987740057,3.0445292853271955,0.9181620937485875,3.0217143752465634,14.157396951866666,11.006772061336687,3.3913669110352545,4.050370128314352,4.476603368241141,34.43903945840577,3.4964722826458923,11.36348599330431,28.335134565773853,30.870573194349333,3.918695404239142,7.022497865530255,4.104810913847112,1.3099072024311877,1.964425291872242,6.330848177819565,0.2206351202571723,63.9819684109437,4.006049134192631,88.68690686266523,2.8031812102191402,1.9683437830517725,3.626867836936022,5.902935213147291,4.751108865847134,2.039008122128051,13.646316990273933,2.624933183518965,0.0,3.0493051274551277,1.130379050006839,2.4600339660404025,2.1520298003706113,1.2164850568847128,7.051406354919718,2.7967334153708467,4.815172926215734,9.481420159153911,1.7855678133545965,4.517011270544243,0.1727834901919452
4/25/20,4.262535474390626,0.683484953078758,0.0,3.7506610024816185,1.5905605533029978,4.269564888819341,11.808146787767315,52.141664892615935,11.501760180084702,23.379416761483192,4.912063128438531,8.43895924651396,3.0445292853271955,0.9181620937485875,3.133629722477918,14.7887190010023,11.675199514454297,3.549842000335967,4.119020469472223,4.588518452447169,35.36401053692635,3.4964722826458923,12.422093130962935,39.41964189206737,31.57149441510978,4.326523432734618,7.425703484603761,4.2406318632023465,1.3099072024311877,1.964425291872242,6.655507058733389,0.2206351202571723,66.58267837098734,4.435268684284699,93.14770380054397,2.9080621398531896,2.099566701921891,3.626867836936022,6.082589763112643,4.902739999863532,2.062717518896982,14.005636155444282,2.829473431585378,0.0,3.2241060583283514,1.130379050006839,2.5771784406137552,2.200312520250721,1.2788689059557237,7.371924825597888,2.7967334153708467,5.119782405733032,9.678402572432732,1.7855678133545965,4.568536113934481,0.1727834901919452
4/26/20,4.466484540150943,0.683484953078758,0.0,3.778138372463169,1.689970587884435,4.3606759356465465,11.877606474754181,53.96480002872139,12.323314478662182,25.221431415418227,5.005182808598503,8.542562540835004,3.0445292853271955,0.9887899471138634,3.133629722477918,15.254319012239835,12.076255986324865,3.7400121074968227,4.153345640051159,4.655667502970786,35.92329537510158,3.7196513645169063,12.65366344232576,40.01449110722186,33.17360006256222,4.823009728294328,7.6273062941405145,4.270814296392399,1.3099072024311877,1.964425291872242,6.655507058733389,0.2206351202571723,66.85288200319965,4.721415051012744,94.24809014195618,3.089220109221093,2.230789620792009,3.626867836936022,6.228024398798881,4.928011855532931,2.181264502741636,14.185295738029458,2.86356347292978,0.0,3.3794846635489946,1.2434169550075227,2.6211076185787623,2.2451464744251086,1.2788689059557237,7.371924825597888,3.728977887161129,5.260371396279477,9.835988503055788,1.8971658016892587,4.671585800714959,0.1727834901919452
4/27/20,4.650038699335228,0.683484953078758,0.0,3.778138372463169,1.689970587884435,4.497342505887356,12.190175066195081,56.404996287816374,12.836785915273106,26.213285459844787,5.065710600702485,9.230111675874646,3.0445292853271955,1.1300456538444152,3.133629722477918,15.648895292949609,12.536728231805888,4.025267268238106,4.324971492945834,4.767582587176814,36.50409116859125,3.794044391807245,14.19195193923595,43.4530097411637,34.09481080984739,5.071252876074183,7.694507230652766,5.176287292093969,1.3099072024311877,1.964425291872242,6.655507058733389,0.2206351202571723,68.0462813788041,4.721415051012744,95.936759950508,3.2417741886888014,2.4932354585322454,3.626867836936022,6.441898863043348,4.978555566871731,2.181264502741636,14.73208577198434,2.86356347292978,0.0,3.437751640506736,1.2434169550075227,2.6503937372221,2.296877960010941,1.2788689059557237,7.532184060936972,3.728977887161129,5.389244637613718,10.032970916334609,1.8971658016892587,4.826160330885674,0.1727834901919452
4/28/20,4.9355673913996725,0.683484953078758,0.0,3.778138372463169,1.8887906570473096,4.712465810896036,12.728487640343298,58.508613752553444,14.069117363139322,26.921752634435187,5.45215727336637,9.616269409253075,3.0445292853271955,1.1300456538444152,3.3574604169406266,16.769491930165366,13.383403005754863,4.310522428979389,4.35929666352477,5.0361787892712835,37.81625944277161,3.794044391807245,15.052070238583584,45.67281290991095,35.69691645729983,5.337227677266886,8.030511913214022,4.980101476358628,1.4034720026048442,1.964425291872242,7.110029492012742,0.2206351202571723,72.52715827965851,5.007561417740789,96.96943020937178,3.461070677923632,2.4932354585322454,3.626867836936022,6.835427877253167,5.231274123565727,2.347230280124152,15.981891563881206,2.931743555618584,0.0,3.729086525295443,1.2434169550075227,2.7236090338304457,2.4796625424142142,1.2788689059557237,7.532184060936972,3.728977887161129,5.764148612404236,10.321878455810213,2.1203617783585833,5.152484339023852,0.1727834901919452
4/29/20,5.221096083464116,0.683484953078758,0.0,4.204037607177199,1.8887906570473096,4.919996528669116,13.249435292744796,60.75247238160631,14.787977374394618,29.047154158206386,5.670988521742305,10.2190522125755,3.0445292853271955,1.1300456538444152,3.3574604169406266,17.479729235442957,14.319201440119521,4.6908626433011,4.599572857577316,5.237625940842134,38.76274147660662,3.868437419097583,16.391869897182783,49.32895930549468,36.748298288440495,5.656397438698128,8.400117064031404,5.100831209118837,1.4970368027785004,1.964425291872242,7.467154261017949,0.2206351202571723,76.23119973790247,5.341398845590175,99.3606543743637,3.642228647291536,2.4932354585322454,3.626867836936022,8.016014919882625,5.408177113251525,2.3946490736620136,18.53618215107043,2.931743555618584,0.0,4.48655722574608,1.4694927650088905,2.8114673897604603,2.600369342114489,1.4036366040977455,7.532184060936972,3.728977887161129,6.115621088770349,10.518860869089034,2.1203617783585833,5.289883921397821,0.1727834901919452
